2.95518 1.16028 0.69615 0.56329 0.981345 1.26676 0.64902 0.53076 0.34185 0.18258
1.58653 7.25297 1.44669 0.61178 0.729185 1.32937 0.889435 0.483465 0.35357 0.18232
0.47533 2.52447 11.0449 1.29103 0.645895 1.066405 1.05308 0.446275 0.27661 0.19622
0.36627 0.60388 3.43927 10.97613 1.208695 0.838495 1.01955 0.477865 0.2436 0.16167
0.653965 0.495305 0.47602 1.812645 2.7563 1.35989 0.9801575 0.656815 0.27953 0.170025
0.79356 1.020205 0.901105 0.809525 1.4353875 2.181955 1.37324 0.7155125 0.4031875 0.194365
0.4954 0.63251 0.908355 1.173745 1.222585 1.6302 1.7024225 0.753255 0.36034 0.2185075
0.457025 0.47291 0.62818 0.833215 1.28616 1.29394 1.26378 1.0326075 0.4454625 0.2127875
0.479165 0.505295 0.443355 0.4356 0.7315775 1.1073025 0.8173925 0.6750325 0.616145 0.273005
0.276275 0.403875 0.479995 0.539955 0.4204225 0.6968125 0.8433925 0.56494 0.55872 0.3911
