;WEEK_PRI;YEAR_PRI;CASES
603;26;2006;16
604;26;2007;118
605;26;2008;23
606;26;2009;8
607;26;2010;35
608;26;2011;495
609;26;2012;237
610;26;2013;79
611;26;2014;11
612;26;2015;128
613;26;2016;95
614;26;2017;16
615;26;2018;127
616;26;2019;359
617;26;2020;6
618;26;2021;26
619;26;2022;92
620;26;2023;428
621;27;2000;30
622;27;2001;437
623;27;2002;18
624;27;2003;5
625;27;2004;2
626;27;2005;7
627;27;2006;10
628;27;2007;60
629;27;2008;30
630;27;2009;8
631;27;2010;39
632;27;2011;336
633;27;2012;187
634;27;2013;50
635;27;2014;7
636;27;2015;98
637;27;2016;89
638;27;2017;23
639;27;2018;150
640;27;2019;336
641;27;2020;7
642;27;2021;21
643;27;2022;81
644;27;2023;363
645;28;2000;20
646;28;2001;274
647;28;2002;19
648;28;2003;1
649;28;2004;1
650;28;2005;3
651;28;2006;12
652;28;2007;76
653;28;2008;20
654;28;2009;6
655;28;2010;35
656;28;2011;281
657;28;2012;98
658;28;2013;38
659;28;2014;6
660;28;2015;101
661;28;2016;73
662;28;2017;24
663;28;2018;108
664;28;2019;202
665;28;2020;10
666;28;2021;14
667;28;2022;74
668;28;2023;346
669;29;2000;18
670;29;2001;254
671;29;2002;9
672;29;2003;6
673;29;2005;7
674;29;2006;9
675;29;2007;77
676;29;2008;33
677;29;2009;2
678;29;2010;33
679;29;2011;199
680;29;2012;74
681;29;2013;36
682;29;2014;8
683;29;2015;101
684;29;2016;69
685;29;2017;27
686;29;2018;101
687;29;2019;161
688;29;2020;10
689;29;2021;15
690;29;2022;92
691;29;2023;278
692;30;2000;18
693;30;2001;148
694;30;2002;12
695;30;2003;2
696;30;2004;1
697;30;2005;6
698;30;2006;7
699;30;2007;80
700;30;2008;40
701;30;2009;2
702;30;2010;62
703;30;2011;184
704;30;2012;50
705;30;2013;15
706;30;2014;3
707;30;2015;81
708;30;2016;64
709;30;2017;22
710;30;2018;87
711;30;2019;107
712;30;2020;9
713;30;2021;8
714;30;2022;65
715;30;2023;226
716;31;2000;6
717;31;2001;114
718;31;2002;11
719;31;2004;3
720;31;2005;6
721;31;2006;11
722;31;2007;61
723;31;2008;9
724;31;2009;3
725;31;2010;49
726;31;2011;127
727;31;2012;84
728;31;2013;20
729;31;2014;7
730;31;2015;59
731;31;2016;47
732;31;2017;28
733;31;2018;54
734;31;2019;116
735;31;2020;6
736;31;2021;8
737;31;2022;50
738;31;2023;249
739;32;2000;8
740;32;2001;127
741;32;2002;10
742;32;2003;3
743;32;2004;3
744;32;2005;11
745;32;2006;2
746;32;2007;70
747;32;2008;23
748;32;2009;1
749;32;2010;52
750;32;2011;140
751;32;2012;71
752;32;2013;16
753;32;2014;7
754;32;2015;63
755;32;2016;30
756;32;2017;19
757;32;2018;75
758;32;2019;96
759;32;2020;7
760;32;2021;10
761;32;2022;41
762;32;2023;213
763;33;2000;13
764;33;2001;111
765;33;2002;22
766;33;2003;1
767;33;2004;4
768;33;2005;1
769;33;2006;5
770;33;2007;47
771;33;2008;11
772;33;2009;3
773;33;2010;34
774;33;2011;143
775;33;2012;76
776;33;2013;7
777;33;2014;13
778;33;2015;38
779;33;2016;41
780;33;2017;21
781;33;2018;50
782;33;2019;89
783;33;2020;9
784;33;2021;10
785;33;2022;38
786;33;2023;188
787;34;2000;8
788;34;2001;125
789;34;2002;17
790;34;2004;1
791;34;2005;2
792;34;2006;8
793;34;2007;38
794;34;2008;14
795;34;2009;1
796;34;2010;28
797;34;2011;94
798;34;2012;71
799;34;2013;16
800;34;2014;5
801;34;2015;45
802;34;2016;30
803;34;2017;27
804;34;2018;43
805;34;2019;50
806;34;2020;4
807;34;2021;13
808;34;2022;40
809;34;2023;179
810;35;2000;7
811;35;2001;97
812;35;2002;6
813;35;2003;1
814;35;2004;3
815;35;2005;4
816;35;2006;3
817;35;2007;58
818;35;2008;8
819;35;2009;5
820;35;2010;21
821;35;2011;85
822;35;2012;34
823;35;2013;6
824;35;2014;9
825;35;2015;27
826;35;2016;35
827;35;2017;24
828;35;2018;39
829;35;2019;49
830;35;2020;6
831;35;2021;12
832;35;2022;40
833;35;2023;163
834;36;2000;5
835;36;2001;78
836;36;2002;6
837;36;2003;1
838;36;2004;1
839;36;2005;2
840;36;2006;4
841;36;2007;24
842;36;2008;11
843;36;2009;1
844;36;2010;24
845;36;2011;109
846;36;2012;25
847;36;2013;7
848;36;2014;18
849;36;2015;24
850;36;2016;26
851;36;2017;20
852;36;2018;36
853;36;2019;41
854;36;2020;4
855;36;2021;8
856;36;2022;37
857;36;2023;129
858;37;2000;3
859;37;2001;85
860;37;2002;9
861;37;2003;1
862;37;2004;1
863;37;2005;5
864;37;2006;2
865;37;2007;37
866;37;2008;16
867;37;2010;30
868;37;2011;114
869;37;2012;46
870;37;2013;13
871;37;2014;15
872;37;2015;26
873;37;2016;31
874;37;2017;23
875;37;2018;38
876;37;2019;43
877;37;2020;5
878;37;2021;7
879;37;2022;40
880;37;2023;187
881;38;2000;11
882;38;2001;51
883;38;2002;6
884;38;2003;2
885;38;2004;3
886;38;2005;5
887;38;2006;5
888;38;2007;39
889;38;2008;6
890;38;2009;2
891;38;2010;22
892;38;2011;171
893;38;2012;47
894;38;2013;3
895;38;2014;16
896;38;2015;21
897;38;2016;27
898;38;2017;41
899;38;2018;42
900;38;2019;51
901;38;2020;7
902;38;2021;3
903;38;2022;31
904;38;2023;190
905;39;2000;3
906;39;2001;54
907;39;2002;12
908;39;2003;1
909;39;2004;2
910;39;2005;2
911;39;2006;4
912;39;2007;27
913;39;2008;15
914;39;2009;1
915;39;2010;18
916;39;2011;197
917;39;2012;27
918;39;2013;13
919;39;2014;25
920;39;2015;24
921;39;2016;15
922;39;2017;23
923;39;2018;31
924;39;2019;34
925;39;2020;7
926;39;2021;8
927;39;2022;39
928;39;2023;181
929;40;2000;1
930;40;2001;82
931;40;2002;17
932;40;2003;3
933;40;2004;2
934;40;2005;5
935;40;2006;3
936;40;2007;18
937;40;2008;8
938;40;2009;3
939;40;2010;22
940;40;2011;192
941;40;2012;37
942;40;2013;10
943;40;2014;20
944;40;2015;11
945;40;2016;19
946;40;2017;43
947;40;2018;49
948;40;2019;54
949;40;2020;3
950;40;2021;6
951;40;2022;37
952;40;2023;177
953;41;2000;5
954;41;2001;80
955;41;2002;29
956;41;2003;4
957;41;2004;3
958;41;2005;5
959;41;2006;3
960;41;2007;25
961;41;2008;10
962;41;2009;2
963;41;2010;21
964;41;2011;215
965;41;2012;25
966;41;2013;6
967;41;2014;13
968;41;2015;15
969;41;2016;19
970;41;2017;40
971;41;2018;31
972;41;2019;49
973;41;2020;7
974;41;2021;6
975;41;2022;41
976;41;2023;156
977;42;2000;2
978;42;2001;133
979;42;2002;21
980;42;2003;2
981;42;2004;4
982;42;2005;4
983;42;2006;6
984;42;2007;34
985;42;2008;24
986;42;2009;4
987;42;2010;19
988;42;2011;193
989;42;2012;34
990;42;2013;12
991;42;2014;16
992;42;2015;20
993;42;2016;24
994;42;2017;47
995;42;2018;46
996;42;2019;50
997;42;2020;4
998;42;2021;6
999;42;2022;47
1000;42;2023;187
1001;43;2000;13
1002;43;2001;93
1003;43;2002;26
1004;43;2003;6
1005;43;2004;2
1006;43;2005;7
1007;43;2006;4
1008;43;2007;35
1009;43;2008;22
1010;43;2009;3
1011;43;2010;30
1012;43;2011;263
1013;43;2012;34
1014;43;2013;10
1015;43;2014;8
1016;43;2015;19
1017;43;2016;31
1018;43;2017;40
1019;43;2018;48
1020;43;2019;47
1021;43;2020;14
1022;43;2021;2
1023;43;2022;49
1024;43;2023;187
1025;44;2000;5
1026;44;2001;84
1027;44;2002;40
1028;44;2003;12
1029;44;2004;3
1030;44;2005;3
1031;44;2006;3
1032;44;2007;51
1033;44;2008;17
1034;44;2009;5
1035;44;2010;44
1036;44;2011;231
1037;44;2012;41
1038;44;2013;17
1039;44;2014;16
1040;44;2015;29
1041;44;2016;23
1042;44;2017;25
1043;44;2018;36
1044;44;2019;27
1045;44;2020;4
1046;44;2021;4
1047;44;2022;46
1048;44;2023;213
1049;45;2000;6
1050;45;2001;100
1051;45;2002;38
1052;45;2003;9
1053;45;2004;3
1054;45;2005;10
1055;45;2006;8
1056;45;2007;72
1057;45;2008;26
1058;45;2009;8
1059;45;2010;43
1060;45;2011;300
1061;45;2012;26
1062;45;2013;8
1063;45;2014;10
1064;45;2015;34
1065;45;2016;29
1066;45;2017;36
1067;45;2018;51
1068;45;2019;52
1069;45;2020;5
1070;45;2021;3
1071;45;2022;57
1072;45;2023;317
1073;46;2000;5
1074;46;2001;110
1075;46;2002;85
1076;46;2003;15
1077;46;2004;5
1078;46;2005;6
1079;46;2006;6
1080;46;2007;88
1081;46;2008;37
1082;46;2009;4
1083;46;2010;51
1084;46;2011;279
1085;46;2012;17
1086;46;2013;8
1087;46;2014;17
1088;46;2015;38
1089;46;2016;46
1090;46;2017;35
1091;46;2018;50
1092;46;2019;37
1093;46;2020;7
1094;46;2021;16
1095;46;2022;34
1096;46;2023;279
1097;47;2000;8
1098;47;2001;120
1099;47;2002;102
1100;47;2003;23
1101;47;2004;6
1102;47;2005;15
1103;47;2006;10
1104;47;2007;139
1105;47;2008;47
1106;47;2009;6
1107;47;2010;66
1108;47;2011;455
1109;47;2012;34
1110;47;2013;10
1111;47;2014;14
1112;47;2015;36
1113;47;2016;53
1114;47;2017;39
1115;47;2018;45
1116;47;2019;37
1117;47;2020;5
1118;47;2021;12
1119;47;2022;19
1120;47;2023;435
1121;48;2000;7
1122;48;2001;171
1123;48;2002;107
1124;48;2003;20
1125;48;2004;8
1126;48;2005;17
1127;48;2006;8
1128;48;2007;123
1129;48;2008;36
1130;48;2009;4
1131;48;2010;84
1132;48;2011;457
1133;48;2012;44
1134;48;2013;16
1135;48;2014;20
1136;48;2015;58
1137;48;2016;54
1138;48;2017;26
1139;48;2018;74
1140;48;2019;42
1141;48;2020;11
1142;48;2021;17
1143;48;2022;27
1144;48;2023;451
1145;49;2000;9
1146;49;2001;253
1147;49;2002;130
1148;49;2003;20
1149;49;2004;7
1150;49;2005;31
1151;49;2006;6
1152;49;2007;136
1153;49;2008;60
1154;49;2009;4
1155;49;2010;99
1156;49;2011;582
1157;49;2012;47
1158;49;2013;23
1159;49;2014;10
1160;49;2015;73
1161;49;2016;71
1162;49;2017;47
1163;49;2018;93
1164;49;2019;35
1165;49;2020;9
1166;49;2021;19
1167;49;2022;24
1168;49;2023;539
1169;50;2000;11
1170;50;2001;426
1171;50;2002;55
1172;50;2003;20
1173;50;2004;4
1174;50;2005;28
1175;50;2006;22
1176;50;2007;206
1177;50;2008;42
1178;50;2009;10
1179;50;2010;150
1180;50;2011;670
1181;50;2012;87
1182;50;2013;16
1183;50;2014;5
1184;50;2015;64
1185;50;2016;68
1186;50;2017;46
1187;50;2018;98
1188;50;2019;49
1189;50;2020;4
1190;50;2021;6
1191;50;2022;45
1192;50;2023;657
1193;51;2000;12
1194;51;2001;416
1195;51;2002;21
1196;51;2003;11
1197;51;2004;4
1198;51;2005;16
1199;51;2006;10
1200;51;2007;248
1201;51;2008;35
1202;51;2009;6
1203;51;2010;112
1204;51;2011;509
1205;51;2012;52
1206;51;2013;7
1207;51;2014;10
1208;51;2015;61
1209;51;2016;90
1210;51;2017;35
1211;51;2018;80
1212;51;2019;46
1213;51;2020;5
1214;51;2021;6
1215;51;2022;35
1216;51;2023;607
1217;52;2000;6
1218;52;2001;976
1219;52;2002;8
1220;52;2003;10
1221;52;2004;5
1222;52;2005;30
1223;52;2006;24
1224;52;2007;227
1225;52;2008;28
1226;52;2009;9
1227;52;2010;106
1228;52;2011;484
1229;52;2012;80
1230;52;2013;7
1231;52;2014;10
1232;52;2015;69
1233;52;2016;77
1234;52;2017;41
1235;52;2018;108
1236;52;2019;42
1237;52;2020;5
1238;52;2021;1
1239;52;2022;28
1240;52;2023;398
1241;53;2003;5
1242;53;2008;30
1243;53;2014;8
1244;53;2020;3
